Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
triple-crystal-flower-ring,Triple Crystal Flower Ring,"<p>This stunning adjustable ring features three sparkling crystal flower clusters, each beautifully crafted with baguette-cut petals that radiate from the center. The brilliant crystals catch light from every angle, creating dazzling sparkle and dimension. The polished silver finish adds cool sophistication to this statement design.</p><p>Perfect for cocktail parties, weddings, or adding glamour to your everyday style. The adjustable band ensures a comfortable fit on any finger, making it versatile and easy to wear. Pair with a little black dress for timeless elegance or stack with other rings for a curated, fashion-forward look.</p><p>Designed with an open adjustable band for customizable sizing. The lightweight construction ensures comfortable wear, while the secure setting keeps the crystals sparkling beautifully. The quality finish maintains its shine wear after wear, making this ring a lasting addition to your collection.</p><p>🎁 A dazzling gift for the woman who loves sparkly, statement rings with floral elegance.</p><h3>Features</h3><ul>
<li>Three crystal flower clusters with baguette-cut petals</li>
<li>Adjustable open band for custom fit</li>
<li>Polished silver-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Perfect for parties, weddings &amp; special occasions</li>
<li>Versatile styling for any finger</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Rings,Rings,"adjustable ring, crystal jewelry, ring, silver-tone, statement jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1899,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000108759.png?v=1767607943,1,,FALSE,Triple Crystal Flower Ring - Adjustable Sparkly Statement Ring,"Stunning adjustable ring with three crystal flower clusters. Baguette-cut petals, silver-tone finish. Perfect for weddings, parties & special occasions.",200,,adult,,,,,,,,,,,adults,,floral,,metal,imitation-jewelry,,,,female,,kg,,,active
triple-crystal-flower-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000108760.png?v=1767607943,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twisted-hoop-earrings,Twisted Hoop Earrings,"<p>These elegant twisted hoop earrings feature a fluid, sculptural design that catches light beautifully from every angle. The smooth, organic curves create a dynamic silhouette that feels both modern and timeless. The high-polish gold finish adds luxurious warmth to the flowing design.</p><p>Perfect for everyday elegance or special occasions. The twisted design offers a fresh take on classic hoops, making them versatile enough for both casual and dressy looks. Pair with a sleek ponytail to showcase the sculptural curves, or wear with loose waves for effortless sophistication.</p><p>Designed with a secure hinged clasp for easy wear. The lightweight construction ensures comfortable all-day wear without weighing down your ears. The smooth finish sits gently against skin, while the twisted silhouette adds visual interest and movement.</p><p>🎁 A timeless gift for the woman who loves classic hoops with a modern, sculptural twist.</p><h3>Features</h3><ul>
<li>Twisted sculptural hoop design</li>
<li>Fluid, organic curves</li>
<li>Secure hinged clasp closure</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Versatile for casual &amp; dressy occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"earrings, elegant, gold-tone, hoop earrings, twisted",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1199,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110859.png?v=1767607646,1,,FALSE,Twisted Hoop Earrings - Elegant Gold Sculptural Hoops,"Elegant twisted hoop earrings with fluid sculptural design. Polished gold-tone finish, hinged clasp. Lightweight & perfect for everyday wear. Shop now.",194,,adult,,,,,,,,,,,adults,,gold,hoop,metal; gold-plated,imitation-jewelry,,,,female,,kg,,,active
twisted-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110858.png?v=1767607645,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ribbed-rectangular-hoop-earrings,Ribbed Rectangular Hoop Earrings,"<p>These elegant rectangular hoop earrings feature delicate ribbed texture detailing on the curved bottom portion, creating subtle dimension and visual interest. The elongated silhouette offers a modern twist on classic hoops, while the high-polish gold finish adds luxurious warmth. A sophisticated statement that balances contemporary style with timeless elegance.</p><p>Perfect for everyday wear or elevating your look for special occasions. The rectangular shape adds a fresh, modern edge that pairs beautifully with everything from casual outfits to evening wear. Wear them to the office for polished sophistication or style with a little black dress for effortless glamour.</p><p>Designed with a secure hinged clasp for easy wear and comfortable fit. The lightweight construction ensures they won't weigh down your ears, making them perfect for all-day wear. The quality finish maintains its shine, and the ribbed detailing catches light beautifully from every angle.</p><p>🎁 A chic gift for the woman who loves modern hoop earrings with refined, textured detailing.</p><h3>Features</h3><ul>
<li>Rectangular hoop design with ribbed texture</li>
<li>Elongated modern silhouette</li>
<li>Secure hinged clasp closure</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Perfect for casual &amp; dressy occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"earrings, gold-tone, hoop earrings, modern, textured",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1299,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110864.png?v=1767607609,1,,FALSE,Ribbed Rectangular Hoop Earrings - Modern Gold Textured Hoops,"Elegant rectangular hoop earrings with ribbed texture detailing. Polished gold-tone finish, hinged clasp. Modern, lightweight & perfect for everyday wear.",194,,adult,,,,,,,,,,,adults,,gold,hoop,metal; gold-plated,imitation-jewelry,,,,female,,kg,,,active
ribbed-rectangular-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110862.png?v=1767607608,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-teardrop-hoop-earrings,Crystal Teardrop Hoop Earrings,"<p>These elegant drop earrings feature a smooth polished hoop top paired with a sparkling pavé crystal teardrop dangle. The brilliant crystals catch light from every angle, creating stunning sparkle with every movement. The polished gold finish adds luxurious warmth to this sophisticated design.</p><p>Perfect for weddings, cocktail parties, or adding glamour to your everyday wardrobe. The classic teardrop silhouette brings timeless elegance, while the crystal detailing adds modern sparkle. Pair with an updo to showcase the full drop effect or let them peek through loose curls for romantic charm.</p><p>Designed with a secure hoop closure for easy wear. The lightweight construction ensures comfortable all-day wear despite the statement look. The quality crystals maintain their brilliance and the finish stays beautiful wear after wear.</p><p>🎁 A stunning gift for brides, bridesmaids, or anyone who loves elegant sparkle with timeless appeal.</p><h3>Features</h3><ul>
<li>Polished hoop with pavé crystal teardrop dangle</li>
<li>Sparkling crystal detailing</li>
<li>Secure hoop closure</li>
<li>Polished gold-tone finish</li>
<li>Lightweight &amp; comfortable for extended wear</li>
<li>Perfect for weddings, parties &amp; special occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"bridal jewelry, crystal jewelry, drop earrings, earrings, gold-tone",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1699,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110873.png?v=1767607594,1,,FALSE,Crystal Teardrop Hoop Earrings - Elegant Gold Drop Earrings,"Elegant drop earrings with polished hoop and pavé crystal teardrop. Gold-tone finish, lightweight & perfect for weddings & special occasions. Shop now.",194,,adult,,,,,,,,,,,adults,,gold,hoop; drop,metal; gold-plated,imitation-jewelry,,,,female,,kg,,,active
crystal-teardrop-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110870.png?v=1767607593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
textured-diagonal-hoop-earrings,Textured Diagonal Hoop Earrings,"<p>These elegant textured hoop earrings feature diagonal etched line detailing that creates beautiful dimension and visual interest. The geometric pattern wraps around the hoop, catching light from every angle. The high-polish gold finish adds luxurious warmth to this refined, modern design.</p><p>Perfect for everyday elegance or special occasions. The classic hoop silhouette with textured detailing offers versatility that pairs beautifully with both casual and dressy outfits. Ideal for office wear, brunches, or evening events where you want understated sophistication.</p><p>Designed with a secure hinged clasp for easy wear and comfortable fit. The lightweight construction ensures all-day wearability without weighing down your ears. The smooth interior sits gently against skin, while the textured exterior adds tactile and visual appeal.</p><p>🎁 A timeless gift for the woman who loves classic hoops with modern, textured detailing.</p><h3>Features</h3><ul>
<li>Diagonal etched line texture</li>
<li>Classic hoop silhouette</li>
<li>Secure hinged clasp closure</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Versatile for casual &amp; dressy occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"classic, earrings, gold-tone, hoop earrings, textured",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1199,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110877.png?v=1767607575,1,,FALSE,Textured Diagonal Hoop Earrings - Classic Gold Hoops,"Elegant textured hoop earrings with diagonal etched detailing. Polished gold-tone finish, hinged clasp. Perfect for everyday wear & special occasions.",194,,adult,,,,,,,,,,,adults,,geometric,hoop,metal; gold-plated,imitation-jewelry,,,,female,,kg,,,active
textured-diagonal-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110875.png?v=1767607575,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chunky-ridged-hoop-earrings,Chunky Ridged Hoop Earrings,"<p>These bold chunky hoop earrings feature deep ridged detailing that creates stunning dimension and texture. The sculptural grooves catch light from every angle, adding drama and visual interest to the statement silhouette. The high-polish gold finish brings luxurious warmth to this modern classic design.</p><p>Perfect for making a statement at parties, brunches, or elevating your everyday style. The chunky design adds instant confidence and edge to any outfit. Pair with a sleek ponytail to showcase the full sculptural effect, or wear with loose waves for effortless glamour.</p><p>Designed with secure post backing for comfortable wear. The lightweight construction ensures they won't weigh down your ears despite their bold appearance. The quality finish maintains its shine wear after wear, making these hoops a lasting addition to your jewelry collection.</p><p>🎁 A bold gift for the woman who loves statement earrings with sculptural, modern style.</p><h3>Features</h3><ul>
<li>Chunky hoop design with deep ridged detailing</li>
<li>Sculptural texture for dimension</li>
<li>Secure post backing</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight despite bold appearance</li>
<li>Perfect statement piece for any occasion</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"chunky, earrings, gold-tone, hoop earrings, statement jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1399,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110914.png?v=1767607454,1,,FALSE,Chunky Ridged Hoop Earrings - Bold Gold Statement Hoops,"Bold chunky hoop earrings with deep ridged texture. Polished gold-tone finish, lightweight & comfortable. Perfect statement piece for modern style.",194,,adult,,,,,,,,,,,adults,,gold,hoop,metal; gold-plated,imitation-jewelry,,,,female,,kg,,,active
chunky-ridged-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000110913.png?v=1767607454,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant-star-charm-bracelet,Elephant & Star Charm Bracelet,"<p>This playful charm bracelet features a twisted cable band adorned with sparkling aqua blue crystal beads and decorative silver spacers. The charming elephant and star dangles add whimsical personality, while the turquoise crystal accents bring a pop of color. A delightful piece that tells a story of luck and dreams.</p><p>Perfect for casual everyday wear or adding personality to your outfit. The adjustable cable design makes it easy to slip on and off, ensuring a comfortable fit. Ideal for gifting to friends, daughters, or anyone who loves meaningful charm jewelry with a playful edge.</p><p>Designed with a flexible twisted cable band and ball-end closure. The lightweight construction ensures comfortable all-day wear, while the quality charms and crystals add movement and sparkle. The silver finish complements the aqua blue tones beautifully, creating a fresh, youthful aesthetic.</p><p>🎁 A sweet gift for the girl who loves charm bracelets with meaning and personality.</p><h3>Features</h3><ul>
<li>Twisted cable band with aqua blue crystal beads</li>
<li>Elephant and star charm dangles</li>
<li>Decorative silver spacers and accents</li>
<li>Adjustable ball-end closure</li>
<li>Silver-tone finish with turquoise accents</li>
<li>Perfect for casual wear &amp; gifting</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"bracelet, charm bracelet, crystal jewelry, playful, silver-tone",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000108745.png?v=1767607331,1,,FALSE,Elephant & Star Charm Bracelet - Aqua Blue Crystal Cable Bracelet,"Playful charm bracelet with elephant & star dangles, aqua blue crystals on twisted cable band. Adjustable silver-tone design. Perfect gift for girls.",191,,,,,,,,,,,,,teens; adults,charm; beaded,blue,,metal; glass,imitation-jewelry,,,,female,,kg,,,active
elephant-star-charm-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000108744.png?v=1767607331,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-accent-bangle,Crystal Accent Bangle,"<p>This sleek minimalist bangle features delicate crystal accents spaced evenly around the band, adding subtle sparkle to the clean silhouette. Each crystal is beautifully set to catch light with every movement, creating understated glamour. The high-polish gold finish brings luxurious warmth to this refined design.</p><p>Perfect for everyday elegance or special occasions. The minimalist aesthetic pairs beautifully with everything from casual basics to evening wear, making it a versatile addition to your jewelry collection. Wear it solo for subtle sophistication or stack with other bangles for a curated look.</p><p>Designed as a slip-on bangle with a comfortable oval shape. The smooth interior sits gently against your wrist, while the crystal accents add just the right amount of sparkle. Lightweight construction ensures all-day comfort, and the quality finish maintains its shine wear after wear.</p><p>🎁 A timeless gift for the woman who loves minimalist jewelry with delicate, sparkling details.</p><h3>Features</h3><ul>
<li>Delicate crystal accents evenly spaced</li>
<li>Slip-on bangle style</li>
<li>High-polish gold-tone finish</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Versatile for casual &amp; dressy occasions</li>
<li>Perfect for solo wear or stacking</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"bangle, bracelet, crystal jewelry, gold-tone, minimalist",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,1799,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/1000103883_3c7a1903-3b0d-4a03-86d1-8632f1534068.png?v=1767607223,1,,FALSE,Crystal Accent Bangle - Minimalist Gold Sparkle Bracelet,"Sleek minimalist bangle with delicate crystal accents. Polished gold-tone finish, slip-on style. Perfect for everyday elegance & special occasions.",191,,adult,,,,,,,,,,,adults,bangle,gold,,metal; gold-plated,imitation-jewelry,,,,female,,kg,,,active
